organisationid,address1,address2,adress3,city,county,postcode,latitude,longitude
69610,Tuesley Lane,,,Godalming,Surrey,GU7 1UF,51.16789627075195,-0.625385106
69613,12 Clarence Road,,,Windsor,Berkshire,SL4 5AD,51.47990417480469,-0.612757444
69632,Makepeace Road,,,London,Greater London,E11 1UU,51.58370208740234,0.027348172
69837,Dryburn Road,,,Durham,County Durham,DH1 5AJ,54.79074096679688,-1.592396736
70254,2 Exmoor Street,,,London,Greater London,W10 6BD,51.52338790893554,-0.21723561
70368,Sandford Road,,Littlemore,Oxford,Oxfordshire,OX4 4XN,51.71742630004882,-1.229464769
70370,Warneford Lane,Headington,,Oxford,Oxfordshire,OX3 7JX,51.75084305,-1.222305179
70406,Harper Lane,Shenley,,Radlett,Hertfordshire,WD7 9HQ,51.70390701293945,-0.304030776
70467,Piggy Lane,,,Bicester,Oxfordshire,OX26 6HT,51.89619445800781,-1.158063531
70540,Queens Road,,,Richmond,North Yorkshire,DL10 4UJ,54.40489959716797,-1.738326669
70562,Carlton Road,,,Harpenden,Hertfordshire,AL5 4TA,51.81905364990234,-0.352944642
70574,Aylesbury Road,Monks Risborough,,Princes Risborough,Buckinghamshire,HP27 0JS,51.72943878173828,-0.824545026
70616,Castle Hill,Castle Road,,Cottingham,Yorkshire(East Riding),HU16 5JQ,53.7767334,-0.444969475
70635,Bridlington Road,,,Driffield,Yorkshire(East Riding),YO25 5JR,54.01216506958008,-0.423216522
70670,39-42 Coltman Street,,,Hull,Yorkshire(East Riding),HU3 2SG,53.74133682250977,-0.362000048
70809,Rowley Road,Orsett,,Grays,Essex,RM16 3EU,51.50949478149414,0.3662969172000885
70939,Alexandra Road,,,Epsom,Surrey,KT17 4BL,51.33446121,-0.255309433
70948,Cranmer Road,,,Mitcham,Surrey,CR4 4TP,51.39725112915039,-0.16324769
70950,St. Ebbas Hospital,Hook Road,,Epsom,Surrey,KT19 8QJ,51.34932327270508,-0.274490446
71264,16 Stanningley Road,,,Leeds,West Yorkshire,LS12 2HE,53.79930114746094,-1.590011001
71705,Pilgrim Hospital,Sibsey Road,,Boston,Lincolnshire,PE21 9QS,52.99112701416016,-0.009952853
71822,Peel Lane,"Meadowstreet Lane, off Peel Lane",,Manchester,Greater Manchester,M28 0FE,53.52815628051758,-2.425197363
71871,Woodside Avenue,,,London,Greater London,N10 3HU,51.58725738525391,-0.148463771
71957,Woodville Road,,,Altrincham,Cheshire,WA14 2AN,53.38374328613281,-2.360131979
72360,60 Grove End Road,,,London,Greater London,NW8 9NH,51.53347396850586,-0.1754466
72361,Wellhouse Lane,,,Barnet,Hertfordshire,EN5 3DJ,51.65072631835938,-0.214137778
72503,Wansbeck General Hospital,Woodhorn Lane,,Ashington,Northumberland,NE63 9JJ,55.18431091308594,-1.546586394
72543,Gipsy Green Lane,Wath-Upon-Dearne,,Rotherham,South Yorkshire,S63 7TQ,53.49095916748047,-1.342339754
72587,Spring Hill,,,Tavistock,Devon,PL19 8LD,50.54718399047852,-4.153562546
72595,Highbury Road,,,Nottingham,Nottinghamshire,NG6 9DR,52.99304199,-1.191839933
72660,North Street,,,Horncastle,Lincolnshire,LN9 5DX,53.21019744873047,-0.114348158
72763,London Road,,,Daventry,Northamptonshire,NN11 4DY,52.25204086303711,-1.160851955
72966,Berrywood Drive,,,Northampton,Northamptonshire,NN5 6UD,52.24761581420898,-0.960439861
73017,Inpatient Unit,South Wing,4 St. Pancras Way,London,,NW1 0PE,51.53665161132813,-0.131643146
73167,Welch Way,,,Witney,Oxfordshire,OX28 6JJ,51.78741073608398,-1.489841461
73169,Marcham Road,,,Abingdon,Oxfordshire,OX14 1AG,51.67002487182617,-1.301876307
73233,Hospital Road,,,Moreton-In-Marsh,Gloucestershire,GL56 0BS,51.99230194091797,-1.704749465
73248,The Avenue,,,Warminster,Wiltshire,BA12 8QS,51.20670700073242,-2.181701183
73351,Mill Road,,,Wells-Next-The-Sea,Norfolk,NR23 1RF,52.95451354980469,0.8353365659713746
73658,West Green Drive,,,Crawley,West Sussex,RH11 7DH,51.11660385131836,-0.197388515
73660,Pikes Hill,,,Lyndhurst,Hampshire,SO43 7NG,50.87918090820313,-1.583808064
73661,Beaulieu Road,Hythe,,Southampton,Hampshire,SO45 4ZB,50.85858535766602,-1.402899384
73748,Lyndhurst Road,Ashurst,,Southampton,Hampshire,SO40 7AR,50.89214324951172,-1.522285342
73752,Wellworthy Road,,,Lymington,Hampshire,SO41 8QD,50.76910400390625,-1.545462132
73788,Sea Road,,,Lymington,Hampshire,SO41 0PG,50.72243118286133,-1.589503765
74411,Upney Lane,,,Barking,Essex,IG11 9LX,51.53856277,0.098741449
74515,Salt Box Lane,Grenoside,,Sheffield,South Yorkshire,S35 8QS,53.43637847900391,-1.495501876
74534,,Norwood Grange Drive,,Sheffield,,S5 7JT,53.41022872924805,-1.46014297
74650,Victoria Cottage Hospital,North Street,,Emsworth,Hampshire,PO10 7DD,50.84840393066406,-0.937394619
74672,14 Upton Road,,,Bexleyheath,Kent,DA6 8LQ,51.45712280273438,0.1316957622766494
74780,Haymeads Lane,Oxford and Cambridge Wards,,Bishop's Stortford,Hertfordshire,CM23 5JH,51.86548233032226,0.1743354797363281
74783,School Lane,,,Welwyn,Hertfordshire,AL6 9PW,51.82795715332031,-0.222852945
74976,De La Warr Road,Milford On Sea,,Lymington,Hampshire,SO41 0PS,50.72458267211914,-1.600407839
75009,Swan Street,,,Petersfield,Hampshire,GU32 3LB,51.00388717651367,-0.942384362
75023,Horton Road,Rudyard,,Leek,Staffordshire,ST13 8RU,53.12484741210938,-2.084958553
75095,Winchester Hill,,,Romsey,Hampshire,SO51 7ZA,50.99206543,-1.48197794
75250,Victoria Road,,,Barnard Castle,,DL12 8HT,54.54571151733398,-1.916138291
75270,Broomfield Hospital,,,Chelmsford,Essex,CM1 7ET,51.77465438842773,0.4660079181194306
75279,Burton Hill,,,Malmesbury,Wiltshire,SN16 0EQ,51.57769012451172,-2.09463191
75333,Ashbourne Road,,,Leek,Staffordshire,ST13 5BQ,53.10279083251953,-2.009697914
75334,Royal Walk,Cheadle,,Stoke-On-Trent,Staffordshire,ST10 1NS,52.98420715332031,-1.990187883
75335,Talke Road,,,Newcastle under Lyme,Staffordshire,ST5 7NJ,53.03947830200195,-2.238672972
75398,1629 London Road,,,Leigh-On-Sea,Essex,SS9 2SQ,51.54800415039063,0.6373537182807922
75781,Ellingham Road,,,Attleborough,Norfolk,NR17 1AE,52.52545928955078,0.9934459924697876
75792,93 Riverdale Road,Ranmoor,,Sheffield,South Yorkshire,S10 3FE,53.36991500854492,-1.518530488
75803,Albany Terrace,,,St. Ives,Cornwall,TR26 2BS,50.20772171020508,-5.479106903
75804,Meneage Road,,,Helston,Cornwall,TR13 8DR,50.09196472167969,-5.264863968
75806,Belmont,,,St. Marys,,TR21 0LE,49.913063049316406,-6.309277058
75906,Nevill Road,,,Lewes,East Sussex,BN7 1PE,50.87515640258789,-0.005517753
75984,The Manor Site,Manor Court Avenue,,Nuneaton,Warwickshire,CV11 5HX,52.52698898,-1.477693915
76230,St. Ann's Road,,,London,Greater London,N15 3TH,51.58062744140625,-0.092082247
76380,"Unit 6, Technology Park",Colindeep Lane,,London,,NW9 6BX,51.59215164,-0.254289329
76398,Claybrook Road,,,London,Greater London,W6 8NF,51.48640441894531,-0.217425317
76480,St. Leonards Road,,,Windsor,Berkshire,SL4 3DP,51.47354507446289,-0.614692628
76535,St. Marys Hospital,Floyd Drive,,Warrington,Cheshire,WA2 8DB,53.40608596801758,-2.592434645
76998,Worcester Road,Burford,,Tenbury Wells,Worcestershire,WR15 8AP,52.31528091430664,-2.589535236
77051,High Lane,Burslem,,Stoke-On-Trent,Staffordshire,ST6 7AG,53.05694580078125,-2.191398382
77187,Woodlands Drive,,,Scarborough,North Yorkshire,YO12 6QN,54.27745056152344,-0.443116665
77807,Buryfields,Odiham,,Hook,Hampshire,RG29 1NE,51.25178146362305,-0.939789176
77810,Church Road,,,Fleet,Hampshire,GU51 4LZ,51.28755569458008,-0.848665714
78034,Newton Road,,,Sudbury,Suffolk,CO10 2RQ,52.03901672363281,0.7363262176513672
78043,Castleton Way,,,Eye,Suffolk,IP23 7BH,52.32275772094727,1.140040636062622
78045,Foxhall Road,,,Ipswich,Suffolk,IP3 8LS,52.05061340332031,1.1926113367080688
78102,Rice Lane,,,Liverpool,Merseyside,L9 1NL,53.45125198364258,-2.961734772
78133,279 Beacon Road,Wibsey,,Bradford,West Yorkshire,BD6 3DQ,53.77084350585938,-1.801452756
78482,Station Road,Ditchingham,,Bungay,Suffolk,NR35 2QL,52.46672439575195,1.4467326402664185
78486,Spencer Private Hospitals,Queen Elizabeth The Queen Mother Hospital,Ramsgate Road,Margate,Kent,CT9 4BG,51.37719727,1.3904786109924316
78514,Queen's Hospital,Belvedere Road,,Burton-On-Trent,Staffordshire,DE13 0RB,52.81777954101562,-1.65636909
78822,Cottingham Road,,,Corby,Northamptonshire,NN17 2UN,52.49129104614258,-0.710753739
78925,1-5 Heather Close,Hither Green,,London,Greater London,SE13 6UG,51.44773483276367,-0.0052188
245496,Manor Lane,,,Longfield,Kent,DA3 8ND,51.37248611450195,0.2855559289455413
352651,Porthpean Road,,,St. Austell,Cornwall,PL26 6AA,50.32714844,-4.77303791
352674,Stanley Street,,,Ulverston,Cumbria,LA12 7BT,54.19888687133789,-3.097817898
352756,,Stow Road,,Moreton-In-Marsh,Gloucestershire,GL56 0DS,51.98355865478516,-1.70594275
462443,,80-82 Blackheath Hill,,London,,SE10 8AD,51.47226715,-0.011118047
462444,,60 Rastrick Common,,Brighouse,West Yorkshire,HD6 3EL,53.69253158569336,-1.787449479
462451,,44 Lewisham Park,Lewisham,London,,SE13 6QZ,51.45201873779297,-0.012847439
462452,,74 Kenton Road,,Kenton,Middlesex,HA3 8AE,51.58077239990234,-0.319847822
462554,,23 Tunnan Leys,Beckton,London,,E6 6ZB,51.51347351074218,0.064914621
462557,,City Gate,London Road,Derby,Derbyshire,DE24 8WZ,52.90743255615234,-1.455215216
462558,,22 Corfton Road,,Ealing,,W5 2HT,51.52116775512695,-0.297120094
462559,,23 Ripon Road,,Harrogate,North Yorkshire,HG1 2JL,53.999778747558594,-1.547755837
462560,,London Road,,Harrow on the Hill,Middlesex,HA1 3JL,51.56709289550781,-0.337969631
462561,,Graveley Road,,Stevenage,,SG1 4YS,51.92834473,-0.214017674
462562,,Blankney Grange,"Huddersfield Road, Wyke",Bradford,West Yorkshire,BD12 8LR,53.72850799560546,-1.774566889
462800,Cedar House,Dover Road,Barham,Canterbury,Kent,CT4 6PW,51.20186996459961,1.176016330718994
570366,Hartington Unit,Chesterfield Royal Hospital,Calow,Chesterfield,Derbyshire,S44 5BL,53.23583602905274,-1.3960042
750747,All Saints Road,,,Sidmouth,Devon,EX10 8EW,50.68161392211914,-3.239641666
864654,,Steeton,Keighley,Bradford,,BD20 6TD,53.89801788330078,-1.962679625
864773,,Woodlands Drive,,Scarborough,,YO12 6QL,54.28170776367188,-0.43473798
978682,Wellington South,Wellington Place,,London,,NW8 9LE,51.53155136108398,-0.171457693
978693,Broadoak Unit,Broadgreen Hospital Site,Thomas Drive,Liverpool,,L14 3PJ,53.41078949,-2.895334244
978694,Windsor House,40 Upper Parliament Street,,Liverpool,,L8 7LF,53.39556884765625,-2.969381332
978695,Mossley Hill Hospital,Park Avenue,,Liverpool,,L18 8BU,53.380409240722656,-2.925530195
978699,Rathbone Hospital,Mill Lane,,Liverpool,,L13 4AW,53.40756988525391,-2.915574789
978723,Teddington Memorial Hospital,Hampton Road,,Teddington,Middlesex,TW11 0JL,51.42583847045898,-0.34098497
979468,Swinemoor Lane,,,Beverley,North Humberside,HU17 0FA,53.85277557373047,-0.413159162
979644,Community Unit,Lingwell Grove,Middleton,Leeds,West Yorkshire,LS10 4BS,53.74658966064453,-1.53905952
1094717,27 Holme Road,Market Weighton,East Riding of Yorkshire,York,North Yorkshire,YO43 3EQ,53.86422348022461,-0.670747459
1094732,,York Road,Earlsheaton,Dewsbury,,WF12 7LB,53.69366455078125,-1.61423862
1094756,,Farnborough Common,,Orpington,Kent,BR6 8ND,51.36624145507813,0.059160762
1094758,Sevenoaks Road,,,Orpington,Kent,BR6 9JU,51.36250305175781,0.095164143
1094869,Ashley,,Market Drayton,Stoke-on-Trent,Staffordshire,TF9 4LX,52.92867660522461,-2.356504679
1095035,,"Entrance D, 71 Fentham Road",Erdington,Birmingham,West Midlands,B23 6AL,52.51944351196289,-1.855177522
1095154,,Aldermaston Road,,Basingstoke,Hampshire,RG24 9RH,51.28273773,-1.112343669
1095168,,Bartons Road,,Fordingbridge,,SP6 1JD,50.92808151245117,-1.793190479
1095826,Mental Health Unit,Exmoor Street,,"Kensington and Chelsea, London",,W10 6DZ,51.52236175537109,-0.217203587
1095914,,Oakmere Ward,,Potters Bar,Hertfordshire,EN6 2RY,51.68718338012695,-0.177504808
1095944,,Tetbury Road,,Cirencester,,GL7 1UY,51.71238708496094,-1.975448966
1095945,,Lister Road,,Dursley,,GL11 4BA,51.68804931640625,-2.353351831
1095946,,Barton Road,Tewkesbury,Gloucestershire,,GL20 5QN,51.992149353027344,-2.152463675
1095947,,Speech House Road,,Cinderford,,GL14 3HX,51.81121063232422,-2.519848824
1095948,,Grove Road,,Lydney,Gloucestershire,GL15 5JE,51.727317810058594,-2.536882162
1095949,,The Croft,,Fairford,,GL7 4BB,51.70811462402344,-1.778166652
1095950,,Trinity Road,,Stroud,Gloucestershire,GL5 2HY,51.74302673339844,-2.208121777
1096059,,Saltwell Road,,Gateshead,,NE8 4YL,54.94495773,-1.614957929
1169049,,London Road,Benham Hill,Thatcham,Berkshire,RG18 3AS,51.40637588500977,-1.291764498
1169069,,"401 Sandygate Road, Sheffield",,Sheffield,South Yorkshire,S10 5UB,53.37545776367188,-1.536024451
1279531,Central Drive,Shirebrook,,Mansfield,Nottinghamshire,NG20 8BA,53.20175934,-1.218161106
1279606,London Road,,,Ascot,Berkshire,SL5 8AA,51.41016769,-0.687337935
1279646,Shepton Mallet Treatment Centre,Old Wells Road,,Shepton Mallet,Somerset,BA4 4LP,51.18974304199218,-2.562704802
1279647,The Brooms,Emersons Green,,Bristol,Avon,BS16 7FH,51.50328445,-2.484394789
1279653,20 Brest Road,Derriford,,Plymouth,Devon,PL6 5XP,50.412391662597656,-4.11767292
1349252,Bridgwater Community Hospital,Bower Lane,,Bridgwater,Somerset,TA6 4GU,51.13797378540039,-2.971696138
1349731,Sheppey Community Hospital,Plover Road,Minster-on-Sea,Sheerness,Kent,ME12 3LT,51.41540908813477,0.7930755615234375
1349762,Newnham Court Way,Weavering,,Maidstone,Kent,ME14 5FT,51.28607177734375,0.5569166541099548
1349810,,165 Yardley Green Road,Bordesley Green,Birmingham,,B9 5PU,52.47571182250977,-1.839067101
1350031,Eastland Road,Thornbury,,Bristol,Avon,BS35 1DN,51.61167144775391,-2.518879414
1521809,,Swandean,Arundel Road,Worthing,West Sussex,BN13 3EF,50.84244537353516,-0.411901087
1521810,Chalkhill,Based on the Princess Royal Hospital site,Lewes Road,Haywards Heath,West Sussex,RH16 4NQ,50.99113845825195,-0.093586311
1634862,5 Hugo Street,,,Leek,Staffordshire,ST13 5PE,53.10265350341797,-2.028098822
1708424,Valley View Road,,,Seaton,Devon,EX12 2UU,50.71180725097656,-3.071492434
1708524,Bierton Road,,,Aylesbury,Buckinghamshire,HP20 1EG,51.82040786743164,-0.802549005
1819383,1-4 River Front,Enfield Town,,Enfield,Middlesex,EN1 3SY,51.65277481079102,-0.078457452
1819387,Erith Hospital,Urgent Care 01322356116,Park Crescent,Erith,Kent,DA8 3EE,51.47711181640625,0.166657731
1819859,Mount Road,,,Hinckley,Leicestershire,LE10 1AG,52.53975296020508,-1.368243217
1819863,Cold Overton Road,,,Oakham,Rutland,LE15 6NT,52.67080307006836,-0.737524748
1819864,33 Leicester Road,,,Market Harborough,Leicestershire,LE16 7BN,52.48721313476562,-0.931075811
2026442,North Street,,,Emsworth,Hampshire,PO10 7DD,50.84840393066406,-0.937394619
2027168,127 The Ridgeway,,,Enfield,Middlesex,EN2 8JL,51.66652679,-0.104020678
2027170,King Arthur Court,Cheshunt,,Waltham Cross,Hertfordshire,EN8 8XN,51.69922637939453,-0.03320666
2027176,,Willerby Hill,,Hull,Yorkshire(East Riding),HU10 6ED,53.77197266,-0.444462657
2131250,Northumbria Specialist Emergency Care Hospital,Northumbria Way,Northumberland,Cramlington,Northumberland,NE23 6NZ,55.07406997680664,-1.569669127
2309255,Penn Hospital,Penn Road,Penn,Wolverhampton,,WV4 5HN,52.55867385864258,-2.159173012
2309346,Park Road,,,Fowey,Cornwall,PL23 1EE,50.33850479125977,-4.639208794
2309377,,32 Firshill Rise,,Sheffield,,S4 7BU,53.40324401855469,-1.467451096
2309378,,75 Osborne Road,,,,S11 9BF,53.36141204833984,-1.49758935
2309420,Brunswick Road,,,Cannock,Staffordshire,WS11 5XY,52.69324493408203,-2.030599594
2489913,,1 Crozier Terrace,,London,,E9 6AT,51.548377990722656,-0.04018094
2596948,,Fairfield General Hospital,,Rochdale,,BL9 7TD,53.60042572021485,-2.255607843
2704015,Foscote Hospital,2 Foscote Rise,,Banbury,Oxfordshire,OX16 9XP,52.05334091186523,-1.330979109
2704214,134 Palatine Road,Didsbury,,Manchester,Greater Manchester,M20 3ZA,53.42431641,-2.238432407
2704221,Hospital Lane,,,Bridport,Dorset,DT6 5DR,50.74161148071289,-2.769914389
2704334,71 St. Pauls Road,,,London,Greater London,N17 0ND,51.60136413574218,-0.06148101
2704335,69 Bloomfield Road,Woolwich,Greenwich,London,Greater London,SE18 7JN,51.48412322998047,0.070732526
2917635,Drayton House,2 Lulworth Road,,Southport,,PR8 2AT,53.642127990722656,-3.016127586
2917651,Watford Road,,,Harrow,Middlesex,HA1 3UJ,51.57540893554688,-0.322022736
2917652,Acton Lane,Park Royal,,London,,NW10 7NS,51.53093719482422,-0.269146293
2917653,Watford Road,,,Harrow,Middlesex,HA1 3UJ,51.57540893554688,-0.322022736
2917654,Uxbridge Road,,,Southall,Middlesex,UB1 3HW,51.507606506347656,-0.345481128
2917659,,Cliftonville,,Northampton,Northamptonshire,NN1 5BD,52.23605346679688,-0.883829474
2917660,,Clifford Bridge Road,,Coventry,,CV2 2TE,52.42243194580078,-1.445534468
2917773,107 Heslington Road,,,York,North Yorkshire,YO10 5BN,53.95082473754882,-1.063120484
3028092,Wexham Park,,,Slough,Berkshire,SL2 4HL,51.53200912475586,-0.573977947
3028142,,Clatterbridge Road,Bebington,Wirral,,CH63 4JY,53.33288955688477,-3.024122
3028181,Upper Borough Walls,,,Bath,Avon,BA1 1RL,51.38225936889648,-2.3614223
3028281,801 London Road,Cheam,,Sutton,Surrey,SM3 9DW,51.379920959472656,-0.220803648
3137672,,Doddington Hospital,Benwick Road,Doddington,Cambridgeshire,PE15 0UG,52.49989318847656,0.055862084
3137676,,North Cambs Hospital,Churchill Road,Wisbech,Cambridgeshire,PE13 3AB,52.66493606567383,0.1639279127120971
3137680,,Princess of Wales Hospital,Lynn Road,Ely,Cambridgeshire,CB6 1DN,52.41312789916992,0.2754795253276825
3138301,,The Plain,Epping,Essex,,CM16 6TN,51.70429611206055,0.1239447593688964
3358845,Ground Floor South Wing,Madford Retail Park,Foregate Street,Stafford,Staffordshire,ST16 2PA,52.81060791015625,-2.120675087
3469744,Marton Road,,,Middlesbrough,Cleveland,TS4 3AF,54.55572128295898,-1.217651725
3580194,Great Oaks,Ashby High Street,,Scunthorpe,Lincolnshire,DN16 2JX,53.56698608398438,-0.638559699
3580196,Opal Centre,Tickhill Road Site,Weston Road,"Balby, Doncaster",South Yorkshire,DN4 8QN,53.49481582641602,-1.145960689
3664766,Wotton Lawn Hospital,Horton Road,,Gloucester,Gloucestershire,GL1 3WL,51.866966247558594,-2.227879047
3664767,,"Berkeley Close, Stroud",,,,GL5 4SA,51.74640274047852,-2.247665167
3664772,,"Charlton Lane, Cheltenham",,,,GL53 9DZ,51.88105392456055,-2.073666811
3664773,,"Swindon Road, Cheltenham",,,,GL51 9EZ,51.90705871582031,-2.082939863
3664780,,"Barton Street, Hereford",,,,HR4 0AY,52.05361175537109,-2.723156214
3664840,Heathcote Lane,Heathcote,,Warwick,Warwickshire,CV34 6SR,52.26855850219727,-1.540391564
3774885,Russells Hall Hospital,Pensnett Road,,Dudley,West Midlands,DY1 2HQ,52.50294876098633,-2.118503094
3774995,,Lothingland,,Oulton,Suffolk,NR32 3JQ,52.49748992919922,1.7186286449432373
3775034,,3 and 4 Walker Close,,Ipswich,Suffolk,IP3 8LY,52.05271911621094,1.1968756914138794
3775035,Stepping Out,1B St Catherines Way,,Gorleston on Sea,Norfolk,NR31 7QB,52.57298278808594,1.7169004678726196
3775074,30 Passey Place,,,London,,SE9 5DQ,51.44994735717773,0.053728048
3775218,East Budleigh Road,,,Budleigh Salterton,Devon,EX9 6HF,50.63159561157226,-3.320505857
3775539,Orchard Portman,,,Taunton,Somerset,TA3 7BQ,50.98910903930664,-3.077581644
3995215,Sterling Place,,South Ealing,London,,W5 4RN,51.49508666992188,-0.298870057
4105540,Clifton Road,,,Ashbourne,Derbyshire,DE6 1DR,53.01286315917969,-1.737574458
4209586,,Exeter Road,,Dawlish,Devon,EX7 0NR,50.59967422485352,-3.468164444
4209620,58 Coventry Road,,,Market Harborough,Leicestershire,LE16 9DD,52.47731399536133,-0.927163541
4210128,St. Pauls Square,,,Liverpool,Merseyside,L3 9SJ,53.41016387939453,-2.993783712
4210137,1 Belvedere Road,,,Newton-Le-Willows,Merseyside,WA12 0JJ,53.45717621,-2.638371706
4317678,South Mall,Manor Walks Shopping Centre,,Cramlington,Northumberland,NE23 6UT,55.08548355102539,-1.590033174
4621799,Porthpean Road,,,St. Austell,Cornwall,PL26 6AB,50.328575134277344,-4.772080898
4621800,Foundry Hill,,,Hayle,Cornwall,TR27 4HW,50.18145751953125,-5.423200607
4621851,34 Sandy Lane,Romiley,,Stockport,Cheshire,SK6 4NH,53.41864776611328,-2.082670927
4621852,268 Park Lane,,,Macclesfield,Cheshire,SK11 8AE,53.25304794311523,-2.134898901
4621854,The Ridgeway,Mill Hill,,London,Greater London,NW7 1RH,51.61768723,-0.222455218
4622618,Twickenham Road,,,Isleworth,Middlesex,TW7 6AF,51.47364807128906,-0.324419945
4732682,,Windmill Rise,,Blackpool,,FY4 4FE,53.79953384399414,-2.987885952
4842842,527 - 529 City Road,Edgbaston,,Birmingham,West Midlands,B17 8LL,52.47527694702149,-1.960809231
4952846,52 Moxon Street,,,Barnet,Hertfordshire,EN5 5TS,51.65415191650391,-0.198736995
4953026,Southview Road,,,Crowborough,East Sussex,TN6 1HB,51.05144500732422,0.1574735641479492
5065244,Cobham Day Surgery,168 Portsmouth Road,,Cobham,Surrey,KT11 1HS,51.33544540405274,-0.408205032
5176076,Springview,Clatterbridge Health Park,,Wirral,Cheshire,CH63 4JY,53.33288955688477,-3.024122
5176991,St Leonard's Hospital,Nuttall Street,,London,,N1 5LZ,51.53392028808594,-0.077771641
5177144,,Canada Avenue,,Redhill,,RH1 5RH,51.21919250488281,-0.161995023
5372875,Kennington Road,Willesborough,,Ashford,Kent,TN24 0YS,51.14266204833984,0.9117500185966492
5373060,Springhill,,,Whitby,North Yorkshire,YO21 1DP,54.48391342163086,-0.617263436
5373148,Buller Street,,,Bury,Lancashire,BL8 2BS,53.58713912963867,-2.316722631
5373149,83 East Bank Road,,,Sheffield,South Yorkshire,S2 3PX,53.36828613,-1.459696174
5373150,Redding Way,Knaphill,,Woking,Surrey,GU21 2QS,51.31477737426758,-0.61519134
5480244,The Driveway Building,Bootham Park Hospital,Bootham,York,,YO30 7BY,53.96807479858398,-1.085584641
5480313,Clemo Road,,,Liskeard,Cornwall,PL14 3XD,50.46159362792969,-4.450968266
5692500,63-77 London Road,,,Maidstone,Kent,ME16 0DU,51.27745056152344,0.5075084567070007
5904543,Unit 10 Silkwood Park,Fryers Way,,Ossett,West Yorkshire,WF5 9TJ,53.68282699584961,-1.548219204
5904550,14 Fitzroy Square,,,London,Greater London,W1T 5HP,51.52371215820313,-0.139683187
6010838,27 Welbeck Street,,,London,Greater London,W1G 8EN,51.51823806762695,-0.149448082
6117792,Cook's Hill,Gimingham,Mundesley,Norwich,Norfolk,NR11 8ET,52.87729644775391,1.4134953022003174
6117824,Benjamin Court,Roughton Road,,Cromer,Norfolk,NR27 0EU,52.92454528808594,1.3008265495300293
6224161,Fenton House,85-89 New London Road,,Chelmsford,Essex,CM2 0PP,51.73030853271485,0.471138209
6224175,Ford Street,Moretonhampstead,,Newton Abbot,Devon,TQ13 8LN,50.66149139404297,-3.765950918
6518169,Buxton Lane,Marple,,Stockport,Cheshire,SK6 7QL,53.38997268676758,-2.072225094
6518170,High Grange Avenue,,,Billingham,Cleveland,TS23 3TY,54.61868286132813,-1.291753888
6518171,Southwell Road West,,,Mansfield,Nottinghamshire,NG18 4XX,53.1361084,-1.168948889
6518172,West Avenue,,,Billingham,Cleveland,TS23 1DA,54.59230422973633,-1.292985201
6518173,Birkdale Way,Newbridge Road,,Hull,Yorkshire(East Riding),HU9 2BH,53.74993896484375,-0.308325261
6518174,Paternoster Hill,,,Waltham Abbey,Essex,EN9 3JY,51.69111251831055,0.019816931
6518175,Noddle Hill Way,Bransholme,,Hull,Yorkshire(East Riding),HU7 4FG,53.78861999511719,-0.307072937
6701616,Peasmarsh Road,Rye Foreign,,Rye,East Sussex,TN31 7UD,50.96189880371094,0.7311829328536987
6701659,East Hill,,,Dartford,Kent,DA1 1SA,51.44222641,0.2268123775720596
6701944,,Drayton High Road,,,,NR6 5BE,52.65953063964844,1.250886321
6701976,,St Clements Hospital,,,,IP3 8LS,52.05061340332031,1.1926113367080688
6795504,Spire Nottingham Hospital,Tollerton Lane,Tollerton,Nottingham,Nottinghamshire,NG12 4GA,52.91842651367188,-1.086676002
7071384,,Countess of Chester Healthpark,Liverpool Road,Chester,Cheshire,CH2 1BQ,53.21154785,-2.898810625
7071523,Mindelsohn Way,Edgbaston,,Birmingham,West Midlands,B15 2TG,52.45323563,-1.942890882
7353080,Hinchingbrooke Hospital,Hinchingbrooke Park,,Huntingdon,Cambridgeshire,PE29 6NT,52.33335113525391,-0.202664033
7353197,,Hospital Lane,,,,EX1 3RB,50.73098373413086,-3.484140635
7560330,"Level 9, Interchange",81-85 Wellesley Road,,Croydon,Surrey,CR0 2RD,51.38014221191406,-0.10036391
7560656,West Dyke Road,,,Redcar,Cleveland,TS10 4NW,54.60058212280274,-1.06969142
7560659,Woodland Avenue,,,Goole,North Humberside,DN14 6RX,53.71546555,-0.874916792
7560822,Union Lane,,,Rochford,Essex,SS4 1RB,51.58395385742188,0.7027963995933533
7757945,,Long Lane,,Grays,Essex,RM16 2PX,51.496376037597656,0.3362110257148743
7828754,Tapton Crescent Road,,,Sheffield,South Yorkshire,S10 5DD,53.37828826904297,-1.510799766
7828769,Portland Street,Kirkby-In-Ashfield,,Nottingham,Nottinghamshire,NG17 7AB,53.10095977783203,-1.246649504
8027649,Kenton Grange,Kenton Road,,Harrow,Middlesex,HA3 0YG,51.58670425415039,-0.30027172
8028042,Buckingham Road,,,Aylesbury,Buckinghamshire,HP19 9AB,51.82072448730469,-0.815903425
8028120,Church Lane,Acklam,,Middlesbrough,Cleveland,TS5 7DX,54.54643249511719,-1.250988483
8127678,The Fulbrook Centre,"Churchill Hospital, Headley Way",Headington,Oxford,Oxfordshire,OX3 7JU,51.74965668,-1.214199066
8127909,Hale Road,,,Farnham,Surrey,GU9 9QL,51.22049331665039,-0.784627557
8228408,New Court,Regents Place,Windsor Street,Salford,Greater Manchester,M5 4HB,53.47900391,-2.278548241
